method,mode,case_id,source_model,trajectory_type,trajectory_duration_s,shape,time_s,C_true,ESR_true,C_est,ESR_est
M3 Dual EKF,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.26624,9.46752e-05,0.05,9.66196671057207e-05,0.0480351810965398
M3 Dual EKF,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.28672,9.42656e-05,0.05,9.63119699296149e-05,0.0511676697248017
M3 Dual EKF,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.3072,9.3856e-05,0.05,9.5939451879098e-05,0.052168714346367
M3 Dual EKF,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.32768,9.34464e-05,0.05,9.55630673501738e-05,0.0473674436244498
M3 Dual EKF,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.34816,9.30368e-05,0.05,9.52883565947122e-05,0.0501486645644939
M3 Dual EKF,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.36864,9.26272e-05,0.05,9.49567449147742e-05,0.0517856158302908
M3 Dual EKF,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.38912,9.22176e-05,0.05,9.45912746551655e-05,0.0478445147369135
M3 Dual EKF,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.4096,9.1808e-05,0.05,9.41957588976208e-05,0.0499755757377866
M3 Dual EKF,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.43008,9.13984e-05,0.05,9.38534271282772e-05,0.0522050442909318
M3 Dual EKF,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.45056,9.09888e-05,0.05,9.34539366714571e-05,0.0476259531805134
M3 Dual EKF,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.47104,9.05792e-05,0.05,9.29663497573936e-05,0.0493929624302708
M3 Dual EKF,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.49152,9.01696e-05,0.05,9.26592819461052e-05,0.0516651026519086
M3 Dual EKF,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.512,8.976e-05,0.05,9.22274097978657e-05,0.0480800229505214
M3 Dual EKF,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.53248,8.93504e-05,0.05,9.18278168502467e-05,0.048821347459919
M3 Dual EKF,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.55296,8.89408e-05,0.05,9.1472761497931e-05,0.0518881303507087
M3 Dual EKF,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.57344,8.85312e-05,0.05,9.11041519704416e-05,0.0488584960920722
M3 Dual EKF,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.59392,8.81216e-05,0.05,9.07083903565538e-05,0.0493723226892815
M3 Dual EKF,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.6144,8.7712e-05,0.05,9.03072900706681e-05,0.0518888233875505
M3 Dual EKF,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.63488,8.73024e-05,0.05,8.98800943797214e-05,0.0492736904551754
M3 Dual EKF,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.65536,8.68928e-05,0.05,8.94496807327759e-05,0.0492163359056527
M3 Dual EKF,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.67584,8.64832e-05,0.05,8.90298537076817e-05,0.0521541601013648
